2025-01-18 11:53:33,723 DEBUG   HandlerThread:7086 [system_info.py:probe():195] Probing system
2025-01-18 11:53:33,723 INFO    SystemMonitor:7086 [interfaces.py:start():190] Started disk monitoring
2025-01-18 11:53:33,723 INFO    SystemMonitor:7086 [interfaces.py:start():190] Started gpuapple monitoring
2025-01-18 11:53:33,725 INFO    SystemMonitor:7086 [interfaces.py:start():190] Started memory monitoring
2025-01-18 11:53:33,726 INFO    SystemMonitor:7086 [interfaces.py:start():190] Started network monitoring
2025-01-18 11:53:33,730 DEBUG   HandlerThread:7086 [system_info.py:_probe_git():180] Probing git
2025-01-18 11:53:33,754 DEBUG   HandlerThread:7086 [system_info.py:_probe_git():188] Probing git done
2025-01-18 11:53:33,755 DEBUG   HandlerThread:7086 [system_info.py:probe():240] Probing system done
2025-01-18 11:53:33,755 DEBUG   HandlerThread:7086 [system_monitor.py:probe():210] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2025-01-18T16:53:33.723306', 'startedAt': '2025-01-18T16:53:33.083514', 'docker': None, 'cuda': None, 'args': ('configs/1024_config.yml',), 'state': 'running', 'program': '/Users/ssongjinseobgmail.com/coding/Re-Beethoven/src/train_diffusion.py', 'codePath': 'src/train_diffusion.py', 'git': {'remote': 'https://github.com/axion66/Re-Beethoven.git', 'commit': '5a7eb7338838d46c4dcd54c6cbd8bcb0ade3ee47'}, 'email': 'ssongjinseob@gmail.com', 'root': '/Users/ssongjinseobgmail.com/coding/Re-Beethoven', 'host': 'songjinseob-ui-iMac.local', 'username': 'ssongjinseobgmail.com', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3204, 'min': 600, 'max': 3204}, 'cpu_freq_per_core': [{'current': 3204, 'min': 600, 'max': 3204}], 'disk': {'total': 460.4317207336426, 'used': 13.495010375976562}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2025-01-18 11:53:33,755 INFO    HandlerThread:7086 [system_monitor.py:probe():211] Finished collecting system info
2025-01-18 11:53:33,755 INFO    HandlerThread:7086 [system_monitor.py:probe():214] Publishing system info
2025-01-18 11:53:33,755 DEBUG   HandlerThread:7086 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2025-01-18 11:53:33,755 DEBUG   HandlerThread:7086 [system_info.py:_save_pip():67] Saving pip packages done
2025-01-18 11:53:33,756 INFO    HandlerThread:7086 [system_monitor.py:probe():216] Finished publishing system info
2025-01-18 11:53:33,767 DEBUG   SenderThread:7086 [sender.py:send():369] send: files
2025-01-18 11:53:33,767 INFO    SenderThread:7086 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2025-01-18 11:53:33,773 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:53:33,773 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:53:33,892 DEBUG   SenderThread:7086 [sender.py:send():369] send: telemetry
2025-01-18 11:53:34,337 INFO    wandb-upload_0:7086 [upload_job.py:push():133] Uploaded file /var/folders/3q/svznhqyd5q73pvhf_d5zds9w0000gn/T/tmpoxq3wq2uwandb/y97r8oh3-wandb-metadata.json
2025-01-18 11:53:34,542 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_created():272] file/dir created: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/requirements.txt
2025-01-18 11:53:34,542 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_created():272] file/dir created: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/wandb-summary.json
2025-01-18 11:53:34,543 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_created():272] file/dir created: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/output.log
2025-01-18 11:53:34,543 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_created():272] file/dir created: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/wandb-metadata.json
2025-01-18 11:53:36,554 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_modified():289] file/dir modified: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/output.log
2025-01-18 11:53:38,927 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:53:43,963 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:53:48,932 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:53:48,980 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:53:48,988 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:53:54,175 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:53:59,217 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:03,815 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:54:03,820 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:54:05,085 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:05,874 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_modified():289] file/dir modified: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/config.yaml
2025-01-18 11:54:10,791 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:16,005 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:19,079 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:54:19,222 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:54:21,735 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:26,847 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:31,966 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:33,771 DEBUG   SystemMonitor:7086 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2025-01-18 11:54:34,069 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:54:34,088 DEBUG   SenderThread:7086 [sender.py:send():369] send: telemetry
2025-01-18 11:54:34,136 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:54:34,834 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:54:37,072 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:38,083 INFO    Thread-12 :7086 [dir_watcher.py:_on_file_modified():289] file/dir modified: ../train_log/wandb_store/wandb/run-20250118_115333-i486ejj1/files/config.yaml
2025-01-18 11:54:42,760 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:47,894 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:49,560 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:54:49,625 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:54:53,457 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:54:58,618 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:03,682 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:04,561 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:55:04,666 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:55:05,353 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:55:09,466 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:14,502 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:19,849 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:20,238 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:55:20,423 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:55:25,063 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:30,139 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:34,618 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:55:34,678 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:55:35,679 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:55:35,692 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:40,993 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:46,071 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:51,695 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:55:56,877 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:02,254 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:05,892 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:56:07,998 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:14,047 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:19,433 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:24,499 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:29,732 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:30,780 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:56:30,911 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:56:35,513 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:35,770 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:56:35,781 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:56:35,786 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:56:40,803 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:46,006 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:51,532 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:56:56,394 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:56:56,636 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:56:56,668 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:57:02,671 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:57:06,137 DEBUG   SenderThread:7086 [sender.py:send():369] send: stats
2025-01-18 11:57:08,392 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
2025-01-18 11:57:10,287 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: stop_status
2025-01-18 11:57:10,310 DEBUG   SenderThread:7086 [sender.py:send_request():396] send_request: stop_status
2025-01-18 11:57:13,930 DEBUG   HandlerThread:7086 [handler.py:handle_request():144] handle_request: status_report
